Mushroom Variety,Temperature (°C),Humidity %,Airflow Speed (m/s),Light Intensity (lux),Substrate Moisture Level %,Water Quality Index,Harvest Count per Cycle,Mushroom_Variety_encoded
Oyster,26.462341568681236,63.9925144391961,0.758281544255886,213.26471668319047,56.23378385364301,71.7165659387959,8.00245752548269,3.2084349507922445
Oyster,21.854794065681862,84.50743453073166,0.2899619590772818,116.39065524760726,75.43500921543765,82.15402492300804,18.612480414867267,4.052324611194493
Enoki,9.824307838366899,95.63264610551258,0.09705173571656418,29.55254816525444,80.31370857829477,98.62491065944653,29.15017372244141,1.0133818007081563
Portobello,17.45541917825754,93.8926459216632,0.379879652370006,131.50067971048588,70.87967142622523,85.24581704524803,19.59291382619955,5.15708637731607
Lion's Mane,22.35900824027588,89.78016473851712,0.4018014517396332,90.37228696110216,67.12137969822072,90.02979986059925,14.620918294656102,1.8643214515581437
Button,23.61456047098,78.78753421184818,0.5072470702884282,138.6894253055583,61.15999442184061,84.27791180816348,16.860714526056476,4.3721556108238335
Milky,26.906380913930604,73.40822743913532,0.5994295137629193,180.4759710359408,56.94723756242169,72.9319630359955,10.161359280169044,2.8759153584671515
Oyster,21.89278647075983,81.75216881483657,0.38306132525504677,119.72850225756407,56.665888560252746,86.68517612150471,16.29292750183537,4.119818665165829
Enoki,10.74865437855697,95.25816524520822,0.11137880648783602,40.81245337009986,78.27223119356651,100.55584822983988,29.680576167778757,1.0908043895121908
Enoki,10.424776289173533,92.14712776406446,0.09845911023362607,38.525141067046434,81.85089725456447,87.21208929491247,26.106569223126005,0.972078981528362
Button,17.635111145862385,95.70363935638493,0.10285673755163395,62.91157146003963,80.89365576446491,94.49729795189037,24.840291544034905,0.0
Enoki,11.814154137910437,87.5603508004048,0.19892015035646943,53.817753149731196,75.59843520540592,96.46282560634995,27.349200331213794,1.0616257105868125
Oyster,20.70626888385634,85.3627498990034,0.4001048739943637,120.28188356258845,63.53728721769246,84.55368472262475,17.039141613555664,3.9715241029957413
Portobello,17.791526632984848,86.8652304760084,0.41304576965908607,128.25629009732816,63.31678516863169,86.70522526184025,19.436741388539637,5.634814447802723
Lion's Mane,20.938126848044753,92.36345270710926,0.20233465796480243,83.21060902242972,72.19465514733776,90.06956264454477,15.617514387209225,2.205245274174549
Portobello,17.675117616776745,78.44819035622619,0.4878321375989313,138.6738966656169,68.19002897437277,84.37240731181532,19.985281741365064,5.199101357424082
Portobello,18.194358782896774,86.7132571401137,0.42245355369596044,129.911629676528,66.58824712305262,81.691255015504,17.953810690395244,5.121918318730823
Oyster,24.561335455449253,90.06778971710547,0.27951502820274515,112.77258772829794,68.23866880016988,88.39031373063196,18.775933182256857,3.9846472181943335
Button,18.75157024207515,88.14767893358585,0.30086211004536445,88.58598754979602,75.61259185257654,86.1811765514903,23.59177733929412,0.0
Lion's Mane,19.424732930279504,85.23189384202507,0.20181506977627311,76.89907282532926,72.08550533519188,90.40458009623151,14.973602296153137,2.0056558949589167
Lion's Mane,22.10248621792156,81.75187586307487,0.3004293083935174,99.60095999244601,66.59706008296575,87.34574866540629,17.219029928155045,1.754325294313652
Lion's Mane,19.036624324900604,92.59278569761996,0.21189599781284751,80.89334463478542,72.27095740534507,85.10621142981157,14.473086662159877,1.8806739884361574
Button,17.73170525758233,101.9950745587172,0.2156281356620811,82.22256095853413,82.81678961453086,96.25906573283373,22.49053997329653,0.0
Button,20.40302310884335,102.97425821020961,0.09300716213090429,61.68890771007171,75.46249398042488,85.85664831143534,23.289127290913356,0.0
Portobello,23.91710683515006,80.58081624114183,0.7628307594823637,169.36668500448502,59.642386378505165,78.11931816039474,10.039611142736344,6.785009983980478
Lion's Mane,19.921329071648685,83.59099441603357,0.4055951469957342,77.66570319993134,66.4406944583938,83.69645530288227,13.856782100122507,2.0797736314578636
Button,19.306986105516216,96.24109204332332,0.09135209953495428,63.72514187895703,86.06147160683038,79.4422671223687,22.319741338783757,0.0
Shiitake,23.231796704952632,77.36820189590377,0.5132451044478821,171.5325489652632,54.337902049605404,72.97179802921218,13.375096882667352,5.939086384187102
Milky,25.14415631818706,69.40519008818953,0.605505354692632,193.35499742061532,58.51596314282371,76.5764991686142,10.258062364288845,3.0713240462173763
Button,19.782530485474002,103.75438375363356,0.10435562351715846,59.02192940349648,82.68473429643939,86.20446835870517,21.554250557786574,0.0
Portobello,15.464442250687695,94.64753415970391,0.45347725297863384,136.48011044380962,67.2322033192636,73.29068903956322,17.710938743067004,5.3581204793631265
Oyster,22.95023194350636,88.19832207074602,0.30764067174504156,116.86029880377448,73.38072702785857,84.34463045884175,18.53697472727491,4.080764111735861
Oyster,21.9410335882433,89.70651747873406,0.4131741025141951,114.54505429748926,70.33681255609919,81.84086964084788,18.078331705332005,3.8105317240115752
Lion's Mane,19.53282381405956,85.59556327897961,0.1955570673992389,81.50920197217941,74.72515901992327,84.89636430740957,15.652204440079245,2.1355637858804952
Portobello,18.128336229720222,94.89741545186746,0.47055536146269117,125.57829968323959,59.54175733349418,80.4889882346336,20.761918986435667,5.053163940595755
Shiitake,22.073826465067782,82.19235328329606,0.544554090463402,164.7221969524943,62.67226921464711,77.6800433281912,13.162658556172872,5.658073671552988
Shiitake,23.211465854690932,80.40038177031879,0.6968420317580326,176.63912277473986,65.36220419503871,76.96482250165423,10.676552245526995,5.9599797426325365
Shiitake,23.546616689244154,85.27535448436308,0.6926494155568717,161.94591180806975,53.48832506997228,64.55761633206713,11.088744274233397,6.232641771746675
Milky,26.408477655705216,68.33987207826061,0.6311647843533579,183.36694773100416,54.415325041696,71.33366072937822,10.03920446125304,2.777294764272439
Enoki,11.049422333289295,90.68867563803998,0.11286679901624931,30.08882765102173,82.05711009684308,93.88661209058299,29.28722290311339,0.9927819794038029
Enoki,10.800806361700788,96.51086509292111,0.09872511391289573,32.255989482874035,71.13102378558865,99.13008220403557,30.806823529121562,0.8963304883795925
Button,16.73323947475396,88.42204323708198,0.18889424154534173,87.00908177369449,78.50879397430298,95.72199792747371,25.902090080054045,0.0
Shiitake,21.715159903098055,84.00643570103446,0.46944680477770134,165.7039874413791,61.25499126570978,74.57568093131152,13.462123979332269,6.133278993445812
Milky,24.714090664141786,64.93818819036372,0.9103924780374674,202.48225402727485,54.82542135463688,71.63373892592702,8.546948101888798,3.1437380739228855
Oyster,21.103311115182237,84.40825620015868,0.4263153301656432,109.4813577183707,67.45814260018399,76.2066001840987,19.12202526287663,3.5660244625918285
Oyster,22.689937661568035,86.0942612469763,0.5071118147292385,140.26986060745625,62.53013514788755,79.51421344206264,18.936706918960144,3.4431991542395957
Shiitake,21.44958676457843,82.97305637609087,0.705980290334478,168.43614164100222,58.05345840588964,76.30343139510627,10.70313217582985,5.7665085823793065
Milky,28.818107071165343,68.4310967429136,0.86581622787848,209.96481586858079,52.81720125008365,60.97624599618128,7.775453256361737,3.0471305599425675
Button,20.91873887697553,83.06928710499213,0.3414114290358927,98.92157236549372,74.77159190067499,90.91518338242665,22.518489433072585,0.0
Oyster,22.698044885327153,85.84387304230924,0.46414087582102886,144.0671540690619,61.89454894021445,76.80624381033178,18.140115131745116,3.8232444422271463
Shiitake,20.86591935685869,87.35936747702226,0.547356394782743,149.0707951594458,56.30412562276194,78.56638443080445,12.1415998540064,6.069802907374139
Lion's Mane,20.0078743454588,98.11326299163326,0.37463956976713864,84.01884377777317,73.62692647750438,82.00681369499296,14.291481984347676,2.2302911897723114
Oyster,24.758889286866626,94.37649502332029,0.30932714943325795,101.36376404060249,67.45501988461297,82.96042173068368,18.929288242354957,4.124134419510136
Enoki,20.176395872495906,92.74763585377721,0.20559790447931042,84.32312290221849,75.00211975637606,91.04335135256655,14.947375716406015,1.8339039066484009
Lion's Mane,19.94348804063337,88.27882642143858,0.20103477765313185,77.86237325590653,64.97104725716154,87.75622915718982,15.268144682877915,1.9412730582233821
Portobello,18.48793575784325,87.64617059568043,0.4883637454398987,135.76236318169884,60.433230252315504,85.07928837559699,18.95751512577286,5.319481707309541
Milky,26.026293187137146,79.13778714934348,0.6369048394037143,197.94257998601546,49.4553292922921,76.69930823655251,9.890948050813028,3.1493786293077743
Oyster,24.856079508246534,90.21157745905685,0.31834756425887184,106.24112515428432,68.21549847875009,73.56463136783958,19.873836134640282,4.0627723926940265
Lion's Mane,19.536345844762526,87.00959281661004,0.21737729428744462,80.67390463765994,71.96808951843704,88.40070624433244,15.589631190141901,1.9547671834365499
Enoki,11.979189067567932,94.08909850629482,0.2155050049281408,47.50411489815302,81.83885735405867,89.0370502009852,26.933223991969214,1.0337409746083301
Lion's Mane,20.400472943411593,88.23900310039865,0.42276341480275614,88.50786019081579,70.10167802395432,82.85925595713915,14.688099493941161,1.9895950243200364
Oyster,24.61832742358412,95.37381883147981,0.3014481789530816,101.75089698772051,72.21006202736878,94.30613713141199,19.103235389513983,3.658246472164084
Enoki,12.206171153721131,91.24903017274646,0.1929478926367022,48.24094984268388,87.19376782362757,94.2202723570499,25.865851393912493,1.008234891371857
Shiitake,22.791860650219316,72.95254503184104,0.697584211975132,168.40558135370287,58.362948621482374,75.86116941351743,10.468910320067566,5.743975788075104
Button,20.166541757397464,96.98578249265415,0.2922358305144574,101.11893975819449,75.93759299492355,91.11009107582676,25.905972289754665,0.0
Oyster,24.818269787551575,98.31018296581215,0.3087589227798894,108.02389350067118,72.06729190742308,88.65655503844822,19.779458072137494,4.10145480622146
Milky,25.270042976873203,72.0802908312311,0.8416082371289465,199.05246626421598,55.631476807950044,71.45110312162166,8.635150836048156,3.129339453719532
Oyster,23.32071942356299,85.19735532966364,0.46600359647550205,145.22377496219053,69.16237200682261,88.65301889322184,16.73838850028995,4.043830065532788
Shiitake,20.8999396909937,86.18584148452395,0.6182368952914962,151.3995684236727,58.660699156348414,78.7569509723034,12.644179049915863,5.692045410176682
Enoki,11.86922611219791,88.68870285703788,0.09720539076364207,30.56581781259678,88.4186485198608,93.69097377295695,28.194960686294863,1.0940578534720296
Lion's Mane,21.294289408966282,91.01342897609702,0.29186092737362584,99.1662343992349,71.62303350086651,89.51350347533295,15.612552655530905,1.9645375817066506
Oyster,23.733104665853322,84.83868617069952,0.2982811454953805,113.48297126266966,65.704590766777,90.97257520448261,19.852994111822326,3.9586865663137343
Lion's Mane,20.15022515120195,88.70421500143738,0.20502422129190412,86.88332118847813,81.05596634834721,81.62895901063555,14.68580991056359,1.951822673701516
Shiitake,22.812820863791693,84.49080874131297,0.4763907805614237,162.58596610327183,65.87252547921135,77.86733735467409,12.330033623179009,5.985070047105275
Enoki,11.404683771502947,88.41732926058337,0.09713055258832434,29.30341338507939,76.5615353427408,99.42654612473903,26.89253157895211,1.0982663754226856
Lion's Mane,22.511893199896594,86.30573484781817,0.40656990740259635,89.67472434868309,71.06620432122975,90.41737868890023,15.193497744090049,2.046911670978106
Portobello,17.496847778295752,82.90319536755281,0.5375849575441788,135.70285488874185,64.28186643505359,83.1115762318273,20.20838280794755,4.489566282893927
Oyster,20.941456651121552,83.12779414127623,0.41838605739415513,123.31514451155032,65.33073323720978,80.87646956158342,18.189511179865725,4.17605924985065
Shiitake,23.80295681065563,81.57394154168699,0.7313317627009706,175.39896031429674,61.043702874426074,72.99286795664787,11.724566736098879,6.05927988140772
Milky,26.022777961703,87.92867050112768,0.3259832287872847,115.9129555156978,78.28995694792717,82.2190379556021,18.664244593450803,3.594667574051332
Lion's Mane,21.134153711544105,92.9690275251738,0.4593002070344145,89.5651699201955,64.82707441400497,88.20163448160328,14.15412958462402,2.0564277388026735
Oyster,22.38637748970728,88.33423216250975,0.2949506590901826,111.93465072126543,69.67884236600175,86.11171682837117,19.364366807100225,4.206267998852862
Milky,29.805278982722072,75.28538975557662,0.6778071451157658,193.91607482131738,56.76387489280321,72.61928882581117,10.754862899224214,3.246075508933191
Button,18.58709059057208,84.74859607787245,0.21476540349725898,85.52036541658981,72.65413986933926,91.78111590046834,25.617537732853425,0.0
Milky,26.466140855936334,74.10455156740778,0.8217440061837773,196.29385667913894,57.12217145428295,61.745246565731726,9.516944565167446,2.739042933183285
Button,19.31731015105366,81.76333117008011,0.3257514822047158,107.6880578003702,70.65611841138353,83.62369962190333,23.498116484616695,0.0
Lion's Mane,23.26809635590122,83.46309206121789,0.2975479899494669,89.56040723583195,72.05717044849312,87.50091032575693,15.406384206754417,1.8695344604192574
Milky,26.565792680856532,75.06094314410686,0.91718709535042,214.51543729550622,55.73025115318438,70.8357620565928,7.896383141671719,2.9705475226372533
Enoki,11.807026118372422,90.90282660989584,0.20149177260344936,48.805799635264485,75.56690623556052,87.58467656891321,29.31627061080843,1.0385940997517715
Portobello,18.326801760195348,86.92327329024067,0.39732840317389573,147.60106439307464,59.961921814136076,94.04478667338788,18.17242292416436,5.100847505838519
Lion's Mane,20.565452708867497,88.53059570911913,0.3921115630584296,88.07721468476521,65.54931257561611,87.05654234827803,15.60389450608571,1.8781027477463874
Milky,30.24461104007167,67.8040960900858,0.9090494571021736,221.03187115807992,55.92964372233866,74.15460606946132,8.255492088811675,2.8285492630904274
Enoki,10.658883619250492,91.41718971240805,0.09967930826703504,40.65752482060696,81.2854288618011,93.94083546948231,30.259195776682105,1.022676715075699
Button,18.811327166953006,91.36123209890451,0.19635797516512063,83.01150271045589,73.80166214130345,94.26679571413035,26.22449118855108,0.0
Lion's Mane,20.959864721613688,99.12760736503607,0.20874834438269133,71.37207742120131,75.82883658978966,98.99527389841525,14.772726269251478,1.996529667997011
Milky,28.471047567772224,73.21552561088853,0.7987906922374828,202.8285805313132,53.15672662402192,73.94140959105383,7.818302289938695,2.9970096907131283
Milky,23.69643135603431,74.63259259480242,0.5275064470436253,184.93551271378712,61.62948886701061,75.20299449993756,10.089708406415635,3.2731170565073033
Lion's Mane,25.39795889112129,73.20449013462918,0.8956401376673216,195.20013116653146,51.762940393657075,68.5043636110114,8.184678767249684,3.3520571225059097
Lion's Mane,21.390687800222686,91.98560983128178,0.31377474909003467,87.5401221327899,66.53630152200382,91.09235466774874,15.214010085169352,1.9775366850002976
Milky,27.444576309954897,69.34240753098618,0.8738444172112726,200.59715127747648,51.49799279142784,71.84913901973599,7.942461691635215,3.119431321267878
Shiitake,21.500853905364828,75.32312103307666,0.6074249339051163,166.878410758622,63.97580715311499,79.64585132675718,11.364364721718033,6.143266114837694
Milky,24.851881213106548,67.57483180771432,0.7712637093772321,208.94924376944442,54.188888384696924,76.49187146162544,8.69692921909026,3.04184912433357
Button,16.972086111033445,90.84853392602822,0.20502799230966406,78.55794313310444,84.25519568336185,81.4851708802935,24.315637053751487,0.0
Oyster,22.155662447968414,91.20488050964008,0.3218924040507528,100.73078983680932,71.10034222919197,83.99124805083522,19.3938147236608,3.845539194934705
Oyster,26.050255643720263,88.14363906367285,0.30584940879044853,116.62237410386686,72.38453661047166,82.85145016488974,18.288796451665483,4.173620628591586
Button,18.932861108900074,89.23064336574353,0.09675361227466997,56.32817919971323,78.13292552621098,84.61211778334197,24.280543094148896,0.0
Button,19.09376371338254,92.26173954771359,0.27964117153759827,99.05459265419063,75.45465309144943,83.7267533856502,20.756213753923813,0.0
Button,26.494995230255817,70.59350770560634,0.6050808247210823,176.5697122794027,56.68300572515621,70.65554172658028,9.632235028705116,3.1854139762815654
Milky,22.78711118582505,72.15260021358361,0.5774010532698433,197.4984983126187,55.15131162691072,75.0114924873938,10.406648288291539,2.8970521386526324
Oyster,21.107066878343737,88.10935028827643,0.3863593123360137,112.95306070504117,60.006531843406755,77.11834085406733,18.05402610517681,3.6778311088876507
Oyster,26.58689179584815,84.90846140706407,0.31254485584493324,110.1719678248677,70.87956974282233,83.99348787548921,18.63440021215023,4.092794456584691
Lion's Mane,21.969988281196972,93.06296072789195,0.20373058935320637,88.0077838672119,69.46897356719589,90.93115502996946,15.43358782310542,1.9477597865772975
Lion's Mane,20.3311447451347,85.95689408194033,0.2002818115736913,79.96352401342318,75.90922403699368,91.1124071363158,14.981229780941142,2.0817766299200287
Lion's Mane,20.652768623106645,90.00663721885743,0.28800691618150975,96.66985280442297,73.32778705117651,72.26033784044469,15.9135698401686,1.9931209153565121
Milky,23.47489250933246,71.60784077158797,0.5133518638442183,192.78605848426827,57.807403342554444,71.06485699281541,10.270056355841563,2.8076252068317715
Portobello,16.335173931375188,89.22464786936895,0.4980230313098412,120.37815336165148,67.09923293382988,88.70338447969324,19.401506383283664,4.564754535657906
Shiitake,22.577692151651757,77.1729729711273,0.7105857400026043,164.66260786259144,58.04549147000725,72.26725619484598,10.156135755488547,6.27373057477775
Portobello,18.62824836670529,88.10298176516638,0.3913493547660197,149.28954671409568,62.73603754959395,87.51616538150786,17.153211941989124,5.674928535104877
Shiitake,20.394664079236943,73.98807025838413,0.5836126665524255,152.9385300405191,55.56326529367762,78.71510368713871,11.990814090496203,6.173787449880327
Oyster,23.987860906237305,99.98289640851627,0.2896962636631127,107.47980914384684,72.56320769047576,78.7991581088206,19.420666061969868,4.241185361523318
Button,20.494364422443923,85.74846526107318,0.2970329297115524,98.10121330009879,75.66697462029738,86.65668696664527,23.676429925217636,0.0
Oyster,21.35661769001519,83.82815917701386,0.496905260304727,146.83303850659297,66.89911318521466,81.03687207337305,17.674097923558815,4.24555045196386
Enoki,16.321264496661517,83.72489823055314,0.5300103476986107,125.73018718668592,61.59753930628369,85.22710892298824,21.185704154662997,5.179738327666267
Enoki,27.304448708538295,74.58905610211337,0.7498964395053802,194.97537513089384,55.773243796241,68.66776494081228,9.288759346719592,3.1836940630839496
Enoki,11.956158618955756,88.03837287315687,0.19963223694304552,47.461966492136966,78.15984848012617,93.7326326815416,25.550600841897143,1.018213670290222
Milky,25.11562781792213,63.117751937183996,0.882248285197613,188.96791634278316,54.39155253513913,71.00347212039989,9.138333014014096,3.1223605818808946
Oyster,24.895424888777285,88.37912882425523,0.30453500612645,100.87415459885968,65.65538350550288,86.54326706793769,17.771119292791067,4.046827509422659
Milky,25.881575261893566,71.09175606155827,0.9778451019533926,213.15201770730204,53.854600396532966,67.61184279549877,7.521561107270248,2.994039164279074
Milky,28.767529010226593,77.97910233348864,0.5430247083625359,190.7450792906771,62.1624188316952,76.30713077053606,10.164326080186605,3.1350342988372852
Button,19.25579366198289,93.90776961669077,0.10414227257847554,57.219860692523454,83.02313164782755,86.13962737122361,24.312795399780487,0.0
Lion's Mane,20.654479957828762,81.22603943800873,0.3041697459711406,101.91035056371078,64.92550202081682,82.18755941165671,15.636648353350788,1.9179656175469304
Portobello,16.78496271671713,78.78586923827937,0.5147264236851467,132.20168326865263,59.47874010063815,89.04736240381843,21.68109231493049,4.812273612554971
Milky,28.045676883044532,67.99450768253169,0.8072446604084424,191.6423786497909,61.08919168952126,70.93433798161237,9.056902060270557,2.896809391880426
Portobello,19.684145554949275,89.0648714804774,0.387504209061319,145.79495067173693,66.97640662360213,87.38087534914479,20.060106950697094,4.837683605481019
Button,20.282378665334207,94.81418070485135,0.2864322796651585,98.48453527802654,72.66495880491361,89.36472202721268,22.32996759455563,0.0
Lion's Mane,19.98794935785034,92.59541129786882,0.21861805783669633,75.69323932309948,70.74139612759991,90.16440022849933,15.860556997643705,1.9695776118828185
Milky,27.480825284253537,68.16549445031121,0.9230281951085553,201.0190295989128,57.47051783701729,75.85878446342882,8.17152492584828,3.029595062998928
Portobello,17.09221806086529,80.9833065040261,0.5128400026642429,126.53744454219758,61.197770283941566,71.08011181488115,19.972485094949363,5.443062899167436
Oyster,21.97763961244035,86.4772285644414,0.4145693982494587,118.95374981780813,63.963225083053324,81.92490087628431,18.79769717645543,3.8614676884339794
Milky,26.097424126418264,75.48836678151373,0.7789568787115216,199.85980461742412,55.27952179114615,67.928304990629,8.206725382270788,2.8460038897896403
Milky,19.866320810052624,92.32172647966844,0.18437454143113458,77.88378929061481,74.85935284663857,83.41841206689683,15.220168449124971,1.8643418195376595
Portobello,16.968572601080226,95.16902268111932,0.5065973607613504,126.16189255446156,66.21691805935237,83.14586370791172,19.50802663086088,4.650842786052943
Enoki,25.882753202124228,68.29288920235767,0.8517537444606477,179.32581992330663,54.15688348101782,73.16377194380168,7.054827025783265,2.8485403942935092
Shiitake,21.02183339305918,81.90598749977617,0.5945131067668548,160.31157314361138,58.06210746262639,74.88315117406401,11.71035388669078,5.714001417522386
Lion's Mane,20.16752160349505,87.97583841610398,0.3237389094822239,96.80437229086813,76.40007764572749,95.78250258337141,15.785225383766683,1.9303060254919429
Milky,24.544253703594677,73.98002970746232,0.6311516626720384,194.80152888555864,60.73199775459953,71.89787337961296,9.084615775802567,3.030097770593353
Shiitake,24.366367594913033,82.14697449204985,0.7267886574959651,168.36951760524357,54.46456762717427,75.44145456517842,11.540415404995278,6.196908260948565
Shiitake,21.828344262935122,83.84437399543789,0.6008196828259251,140.37616929052643,58.720718924660495,78.34968277932221,12.813646888084024,5.761631841777434
Enoki,11.582825582602652,89.92921865729221,0.1001210972833638,42.82444111083086,79.68143443501714,94.08091026274877,26.51264906059437,1.0214153548603824
Button,19.329460418204018,90.61777943605875,0.29094866551860415,101.38531375218756,74.00881302086964,80.59399151811259,23.556338652094624,0.0
Button,19.893301860887263,80.29901990292005,0.2975190147278473,106.52984958663595,75.6535573456865,76.36778543636613,22.426883248978687,0.0
Enoki,10.203225492390482,93.04913386926351,0.09668643114068536,35.940652264520836,83.05436440247942,97.78247580076983,25.874171478449362,1.0621926466293157
Button,19.034922679584863,97.13231648855293,0.09841213400588132,57.97361566543267,79.83128076047642,83.57113163921323,23.730893809490915,0.0
Lion's Mane,20.81839578458943,84.07463018930075,0.20723610587228877,82.66984312655725,67.63647638902225,92.71233536254371,15.204523345147452,2.065038178872127
Oyster,24.378678173026454,84.4883800531972,0.4456832613496491,145.93195174005294,65.20665057705436,79.63786687078336,17.282183280983663,4.038099935955813
Enoki,10.9427925124329,97.35226152733954,0.10019432781024283,40.30863166326717,88.16698364225141,96.33463616723219,31.07933728362587,1.0266015096646226
Portobello,18.53423145519522,92.81228062637928,0.395530680352563,137.55478242717263,66.9349443202761,80.75696289037947,19.75994480684495,4.595922347890853
Oyster,24.78673247790347,96.87475628785694,0.2946434644528839,114.36910879888548,71.95705751116115,93.46212490532295,18.520410963397296,4.1590143233611565
Milky,24.853413513816882,74.13343454843762,0.6104259112847422,201.05333329557237,57.75569325280183,76.37514297935773,10.326641586624769,3.4031301548545443
Milky,18.690781566687498,89.50528028083417,0.19013361015360436,78.12566827235993,77.15581251668868,87.79171608406335,16.051174303136495,2.110905404793159
Button,19.953848445748033,91.19092526281125,0.20123204806784487,82.20594150416187,75.1635091738967,97.62772968193839,24.221688297831935,0.0
Enoki,11.63293854545683,92.82777889372488,0.1957069777548274,48.26894755031536,72.51536189167985,89.62602492317087,24.968627495058147,1.0380027981844802
Enoki,11.026842916852075,92.3896492531652,0.10159587255209591,32.01067566903472,74.31179287445245,94.54062257199286,28.76780744642837,1.0335670038225233
Button,19.62883330330258,100.25390006689507,0.10097687642175873,62.97738249448358,77.75012582949886,85.40278787321695,25.776681666650266,0.0
Shiitake,23.160804041633817,88.27842735277582,0.5230311921227586,155.66102142848965,62.44908976043842,73.6638631124037,12.53961249930892,6.102844548720787
